Bootstrap,Model,Metric,Value
18,Softmax_LR,Class1_NPV,0.9760479041916168
18,SVM,Accuracy,0.8951965065502183
18,SVM,Kappa,0.831916325157502
18,SVM,Macro_AUC,0.9757240178632319
18,SVM,Macro_F1,0.8805978260869565
18,SVM,Weighted_F1,0.9003612113157395
18,SVM,Macro_Sensitivity,0.8993716232088325
18,SVM,Macro_Specificity,0.9506593009108547
18,SVM,Class0_Sensitivity,0.875
18,SVM,Class0_Specificity,0.9541284403669725
18,SVM,Class1_Sensitivity,0.8837209302325582
18,SVM,Class1_Specificity,0.8978494623655914
18,SVM,Class2_Sensitivity,0.9393939393939394
18,SVM,Class2_Specificity,1.0
18,SVM,Class1_AUC,0.9522380595148787
18,SVM,Class1_F1,0.76
18,SVM,Class1_PPV,0.6666666666666666
18,SVM,Class1_NPV,0.9709302325581395
18,Decision_Tree,Accuracy,0.925764192139738
18,Decision_Tree,Kappa,0.8785979355723953
18,Decision_Tree,Macro_AUC,0.9640015508464271
18,Decision_Tree,Macro_F1,0.9124196020796789
18,Decision_Tree,Weighted_F1,0.926545510555562
18,Decision_Tree,Macro_Sensitivity,0.9179586563307494
18,Decision_Tree,Macro_Specificity,0.9606721252178488
18,Decision_Tree,Class0_Sensitivity,0.9166666666666666
18,Decision_Tree,Class0_Specificity,0.9357798165137615
18,Decision_Tree,Class1_Sensitivity,0.8372093023255814
18,Decision_Tree,Class1_Specificity,0.946236559139785
18,Decision_Tree,Class2_Sensitivity,1.0
18,Decision_Tree,Class2_Specificity,1.0
18,Decision_Tree,Class1_AUC,0.9329832458114529
18,Decision_Tree,Class1_F1,0.8089887640449438
18,Decision_Tree,Class1_PPV,0.782608695652174
18,Decision_Tree,Class1_NPV,0.9617486338797814
18,Random_Forest,Accuracy,0.8995633187772926
18,Random_Forest,Kappa,0.8380829413753881
18,Random_Forest,Macro_AUC,0.973490142413279
18,Random_Forest,Macro_F1,0.886109212425002
18,Random_Forest,Weighted_F1,0.9023642870574611
18,Random_Forest,Macro_Sensitivity,0.9012919896640827
18,Random_Forest,Macro_Specificity,0.9499194370458058
18,Random_Forest,Class0_Sensitivity,0.8666666666666667
18,Random_Forest,Class0_Specificity,0.9357798165137615
18,Random_Forest,Class1_Sensitivity,0.8372093023255814
18,Random_Forest,Class1_Specificity,0.9139784946236559
18,Random_Forest,Class2_Sensitivity,1.0
18,Random_Forest,Class2_Specificity,1.0
18,Random_Forest,Class1_AUC,0.9489872468117029
18,Random_Forest,Class1_F1,0.7578947368421053
18,Random_Forest,Class1_PPV,0.6923076923076923
18,Random_Forest,Class1_NPV,0.96045197740113
18,XGBoost,Accuracy,0.9082969432314411
18,XGBoost,Kappa,0.8521626856036153
18,XGBoost,Macro_AUC,0.9804584555924913
18,XGBoost,Macro_F1,0.8960127591706538
18,XGBoost,Weighted_F1,0.9108543490524644
18,XGBoost,Macro_Sensitivity,0.9118217054263565
18,XGBoost,Macro_Specificity,0.9547696557166815
18,XGBoost,Class0_Sensitivity,0.875
18,XGBoost,Class0_Specificity,0.944954128440367
18,XGBoost,Class1_Sensitivity,0.8604651162790697
18,XGBoost,Class1_Specificity,0.9193548387096774
18,XGBoost,Class2_Sensitivity,1.0
18,XGBoost,Class2_Specificity,1.0
18,XGBoost,Class1_AUC,0.9632408102025506
18,XGBoost,Class1_F1,0.7789473684210526
18,XGBoost,Class1_PPV,0.7115384615384616
18,XGBoost,Class1_NPV,0.9661016949152542
18,LightGBM,Accuracy,0.8995633187772926
18,LightGBM,Kappa,0.8357501481273584
18,LightGBM,Macro_AUC,0.9786427111364997
18,LightGBM,Macro_F1,0.8815088734019185
18,LightGBM,Weighted_F1,0.9006203966339957
18,LightGBM,Macro_Sensitivity,0.8863695090439276
18,LightGBM,Macro_Specificity,0.9461214692052217
18,LightGBM,Class0_Sensitivity,0.8916666666666667
18,LightGBM,Class0_Specificity,0.908256880733945
18,LightGBM,Class1_Sensitivity,0.7674418604651163
18,LightGBM,Class1_Specificity,0.9301075268817204
18,LightGBM,Class2_Sensitivity,1.0
18,LightGBM,Class2_Specificity,1.0
18,LightGBM,Class1_AUC,0.9602400600150037
18,LightGBM,Class1_F1,0.7415730337078652
18,LightGBM,Class1_PPV,0.717391304347826
18,LightGBM,Class1_NPV,0.9453551912568307
18,MLP,Accuracy,0.925764192139738
18,MLP,Kappa,0.8808860875684607
18,MLP,Macro_AUC,0.9744099633471058
18,MLP,Macro_F1,0.9168354867269918
18,MLP,Weighted_F1,0.9281904828931955
18,MLP,Macro_Sensitivity,0.9378552971576227
18,MLP,Macro_Specificity,0.9657360823386275
18,MLP,Class0_Sensitivity,0.8833333333333333
18,MLP,Class0_Specificity,0.9724770642201835
18,MLP,Class1_Sensitivity,0.9302325581395349
18,MLP,Class1_Specificity,0.9247311827956989
18,MLP,Class2_Sensitivity,1.0
18,MLP,Class2_Specificity,1.0
18,MLP,Class1_AUC,0.9486121530382595
18,MLP,Class1_F1,0.8247422680412371
18,MLP,Class1_PPV,0.7407407407407407
18,MLP,Class1_NPV,0.9828571428571429
19,Softmax_LR,Accuracy,0.9039301310043668
19,Softmax_LR,Kappa,0.8476472722874078
19,Softmax_LR,Macro_AUC,0.9868363879960816
19,Softmax_LR,Macro_F1,0.8953664799253035
19,Softmax_LR,Weighted_F1,0.9080339559404548
19,Softmax_LR,Macro_Sensitivity,0.9239664082687339
19,Softmax_LR,Macro_Specificity,0.956775508861925
19,Softmax_LR,Class0_Sensitivity,0.8416666666666667
19,Softmax_LR,Class0_Specificity,0.9724770642201835
19,Softmax_LR,Class1_Sensitivity,0.9302325581395349
19,Softmax_LR,Class1_Specificity,0.8978494623655914
19,Softmax_LR,Class2_Sensitivity,1.0
19,Softmax_LR,Class2_Specificity,1.0
19,Softmax_LR,Class1_AUC,0.975493873468367
19,Softmax_LR,Class1_F1,0.7843137254901961
19,Softmax_LR,Class1_PPV,0.6779661016949152
19,Softmax_LR,Class1_NPV,0.9823529411764705
19,SVM,Accuracy,0.9170305676855895
19,SVM,Kappa,0.8666523644610622
19,SVM,Macro_AUC,0.9836012328770266
19,SVM,Macro_F1,0.906076417996243
19,SVM,Weighted_F1,0.9200096002004788
19,SVM,Macro_Sensitivity,0.9250528541226215
19,SVM,Macro_Specificity,0.9608858636677517
19,SVM,Class0_Sensitivity,0.8833333333333333
19,SVM,Class0_Specificity,0.963302752293578
19,SVM,Class1_Sensitivity,0.9069767441860465
19,SVM,Class1_Specificity,0.9193548387096774
19,SVM,Class2_Sensitivity,0.9848484848484849
19,SVM,Class2_Specificity,1.0
19,SVM,Class1_AUC,0.9686171542885722
19,SVM,Class1_F1,0.8041237113402062
19,SVM,Class1_PPV,0.7222222222222222
19,SVM,Class1_NPV,0.9771428571428571
19,Decision_Tree,Accuracy,0.9126637554585153
19,Decision_Tree,Kappa,0.8575161772025883
19,Decision_Tree,Macro_AUC,0.9601061962738391
19,Decision_Tree,Macro_F1,0.8976773383553045
19,Decision_Tree,Weighted_F1,0.9138644232271648
19,Decision_Tree,Macro_Sensitivity,0.9046511627906977
19,Decision_Tree,Macro_Specificity,0.9540297918516326
19,Decision_Tree,Class0_Sensitivity,0.9
19,Decision_Tree,Class0_Specificity,0.926605504587156
19,Decision_Tree,Class1_Sensitivity,0.813953488372093
19,Decision_Tree,Class1_Specificity,0.9354838709677419
19,Decision_Tree,Class2_Sensitivity,1.0
19,Decision_Tree,Class2_Specificity,1.0
19,Decision_Tree,Class1_AUC,0.9257314328582146
19,Decision_Tree,Class1_F1,0.7777777777777778
19,Decision_Tree,Class1_PPV,0.7446808510638298
19,Decision_Tree,Class1_NPV,0.9560439560439561
19,Random_Forest,Accuracy,0.9082969432314411
19,Random_Forest,Kappa,0.8514594594594594
19,Random_Forest,Macro_AUC,0.9810652969052661
19,Random_Forest,Macro_F1,0.8946882643407633
19,Random_Forest,Weighted_F1,0.9103706198116521
19,Random_Forest,Macro_Sensitivity,0.9068475452196383
19,Random_Forest,Macro_Specificity,0.9535036664364869
19,Random_Forest,Class0_Sensitivity,0.8833333333333333
19,Random_Forest,Class0_Specificity,0.9357798165137615
19,Random_Forest,Class1_Sensitivity,0.8372093023255814
19,Random_Forest,Class1_Specificity,0.9247311827956989
19,Random_Forest,Class2_Sensitivity,1.0
19,Random_Forest,Class2_Specificity,1.0
19,Random_Forest,Class1_AUC,0.9639909977494373
19,Random_Forest,Class1_F1,0.7741935483870968
19,Random_Forest,Class1_PPV,0.72
19,Random_Forest,Class1_NPV,0.9608938547486033
19,XGBoost,Accuracy,0.9126637554585153
19,XGBoost,Kappa,0.8588684826821151
19,XGBoost,Macro_AUC,0.9843514204239133
19,XGBoost,Macro_F1,0.9003423820004892
19,XGBoost,Weighted_F1,0.9148743940767702
19,XGBoost,Macro_Sensitivity,0.9145994832041344
19,XGBoost,Macro_Specificity,0.956561770412022
19,XGBoost,Class0_Sensitivity,0.8833333333333333
19,XGBoost,Class0_Specificity,0.944954128440367
19,XGBoost,Class1_Sensitivity,0.8604651162790697
19,XGBoost,Class1_Specificity,0.9247311827956989
19,XGBoost,Class2_Sensitivity,1.0
19,XGBoost,Class2_Specificity,1.0
19,XGBoost,Class1_AUC,0.9708677169292323
19,XGBoost,Class1_F1,0.7872340425531915
19,XGBoost,Class1_PPV,0.7254901960784313
19,XGBoost,Class1_NPV,0.9662921348314607
19,LightGBM,Accuracy,0.925764192139738
19,LightGBM,Kappa,0.8780120953843261
19,LightGBM,Macro_AUC,0.9866349041388788
19,LightGBM,Macro_F1,0.9111559980121515
19,LightGBM,Weighted_F1,0.926035529676283
19,LightGBM,Macro_Sensitivity,0.912984496124031
19,LightGBM,Macro_Specificity,0.9594061359376541
19,LightGBM,Class0_Sensitivity,0.925
19,LightGBM,Class0_Specificity,0.926605504587156
19,LightGBM,Class1_Sensitivity,0.813953488372093
19,LightGBM,Class1_Specificity,0.9516129032258065
19,LightGBM,Class2_Sensitivity,1.0
19,LightGBM,Class2_Specificity,1.0
19,LightGBM,Class1_AUC,0.9751187796949238
19,LightGBM,Class1_F1,0.8045977011494253
19,LightGBM,Class1_PPV,0.7954545454545454
19,LightGBM,Class1_NPV,0.9567567567567568
19,MLP,Accuracy,0.9213973799126638
19,MLP,Kappa,0.8747645378866136
19,MLP,Macro_AUC,0.9788213681860832
19,MLP,Macro_F1,0.9134513274336283
19,MLP,Weighted_F1,0.9244649688912935
19,MLP,Macro_Sensitivity,0.9400516795865633
19,MLP,Macro_Specificity,0.9652099569234815
19,MLP,Class0_Sensitivity,0.8666666666666667
19,MLP,Class0_Specificity,0.981651376146789
19,MLP,Class1_Sensitivity,0.9534883720930233
19,MLP,Class1_Specificity,0.9139784946236559
19,MLP,Class2_Sensitivity,1.0
19,MLP,Class2_Specificity,1.0
19,MLP,Class1_AUC,0.9588647161790448
19,MLP,Class1_F1,0.82
19,MLP,Class1_PPV,0.7192982456140351
19,MLP,Class1_NPV,0.9883720930232558
20,Softmax_LR,Accuracy,0.9301310043668122
20,Softmax_LR,Kappa,0.8870947861456921
20,Softmax_LR,Macro_AUC,0.9731078794163373
20,Softmax_LR,Macro_F1,0.9202739056003914
20,Softmax_LR,Weighted_F1,0.931899515261416
20,Softmax_LR,Macro_Sensitivity,0.9356589147286822
20,Softmax_LR,Macro_Specificity,0.9662622077537733
20,Softmax_LR,Class0_Sensitivity,0.9
20,Softmax_LR,Class0_Specificity,0.963302752293578
20,Softmax_LR,Class1_Sensitivity,0.9069767441860465
20,Softmax_LR,Class1_Specificity,0.9354838709677419
20,Softmax_LR,Class2_Sensitivity,1.0
20,Softmax_LR,Class2_Specificity,1.0
20,Softmax_LR,Class1_AUC,0.9489872468117029
20,Softmax_LR,Class1_F1,0.8297872340425532
20,Softmax_LR,Class1_PPV,0.7647058823529411
20,Softmax_LR,Class1_NPV,0.9775280898876404
20,SVM,Accuracy,0.9039301310043668
20,SVM,Kappa,0.8446787520039463
20,SVM,Macro_AUC,0.9750829363390281
20,SVM,Macro_F1,0.8865050293621722
20,SVM,Weighted_F1,0.9082923730459601
20,SVM,Macro_Sensitivity,0.9003817242189336
20,SVM,Macro_Specificity,0.9542435303015356
20,SVM,Class0_Sensitivity,0.9083333333333333
20,SVM,Class0_Specificity,0.9541284403669725
20,SVM,Class1_Sensitivity,0.8837209302325582
20,SVM,Class1_Specificity,0.9086021505376344
20,SVM,Class2_Sensitivity,0.9090909090909091
20,SVM,Class2_Specificity,1.0
20,SVM,Class1_AUC,0.9488622155538884
20,SVM,Class1_F1,0.7755102040816326
20,SVM,Class1_PPV,0.6909090909090909
20,SVM,Class1_NPV,0.9712643678160919
20,Decision_Tree,Accuracy,0.925764192139738
20,Decision_Tree,Kappa,0.8797528957528957
20,Decision_Tree,Macro_AUC,0.9691393892050995
20,Decision_Tree,Macro_F1,0.9147476425615704
20,Decision_Tree,Weighted_F1,0.9274428827046708
20,Decision_Tree,Macro_Sensitivity,0.9279069767441861
20,Decision_Tree,Macro_Specificity,0.9632041037782382
20,Decision_Tree,Class0_Sensitivity,0.9
20,Decision_Tree,Class0_Specificity,0.9541284403669725
20,Decision_Tree,Class1_Sensitivity,0.8837209302325582
20,Decision_Tree,Class1_Specificity,0.9354838709677419
20,Decision_Tree,Class2_Sensitivity,1.0
20,Decision_Tree,Class2_Specificity,1.0
20,Decision_Tree,Class1_AUC,0.9425481370342585
20,Decision_Tree,Class1_F1,0.8172043010752689
20,Decision_Tree,Class1_PPV,0.76
20,Decision_Tree,Class1_NPV,0.9720670391061452
20,Random_Forest,Accuracy,0.9301310043668122
20,Random_Forest,Kappa,0.8870947861456921
20,Random_Forest,Macro_AUC,0.9774109811856634
20,Random_Forest,Macro_F1,0.9202739056003914
20,Random_Forest,Weighted_F1,0.931899515261416
20,Random_Forest,Macro_Sensitivity,0.9356589147286822
20,Random_Forest,Macro_Specificity,0.9662622077537733
20,Random_Forest,Class0_Sensitivity,0.9
20,Random_Forest,Class0_Specificity,0.963302752293578
20,Random_Forest,Class1_Sensitivity,0.9069767441860465
20,Random_Forest,Class1_Specificity,0.9354838709677419
20,Random_Forest,Class2_Sensitivity,1.0
20,Random_Forest,Class2_Specificity,1.0
20,Random_Forest,Class1_AUC,0.9562390597649413
20,Random_Forest,Class1_F1,0.8297872340425532
20,Random_Forest,Class1_PPV,0.7647058823529411
20,Random_Forest,Class1_NPV,0.9775280898876404
20,XGBoost,Accuracy,0.9344978165938864
20,XGBoost,Kappa,0.8938996138996139
20,XGBoost,Macro_AUC,0.9841499365667105
20,XGBoost,Macro_F1,0.9247773316719737
20,XGBoost,Weighted_F1,0.9359790141511801
20,XGBoost,Macro_Sensitivity,0.9384366925064599
20,XGBoost,Macro_Specificity,0.9680543224491137
20,XGBoost,Class0_Sensitivity,0.9083333333333333
20,XGBoost,Class0_Specificity,0.963302752293578
20,XGBoost,Class1_Sensitivity,0.9069767441860465
20,XGBoost,Class1_Specificity,0.9408602150537635
20,XGBoost,Class2_Sensitivity,1.0
20,XGBoost,Class2_Specificity,1.0
20,XGBoost,Class1_AUC,0.970492623155789
20,XGBoost,Class1_F1,0.8387096774193549
20,XGBoost,Class1_PPV,0.78
20,XGBoost,Class1_NPV,0.9776536312849162
20,LightGBM,Accuracy,0.925764192139738
20,LightGBM,Kappa,0.8780120953843261
20,LightGBM,Macro_AUC,0.9846200655668506
20,LightGBM,Macro_F1,0.9111559980121515
20,LightGBM,Weighted_F1,0.926035529676283
20,LightGBM,Macro_Sensitivity,0.912984496124031
20,LightGBM,Macro_Specificity,0.9594061359376541
20,LightGBM,Class0_Sensitivity,0.925
20,LightGBM,Class0_Specificity,0.926605504587156
20,LightGBM,Class1_Sensitivity,0.813953488372093
20,LightGBM,Class1_Specificity,0.9516129032258065
20,LightGBM,Class2_Sensitivity,1.0
20,LightGBM,Class2_Specificity,1.0
20,LightGBM,Class1_AUC,0.9713678419604902
20,LightGBM,Class1_F1,0.8045977011494253
20,LightGBM,Class1_PPV,0.7954545454545454
20,LightGBM,Class1_NPV,0.9567567567567568
20,MLP,Accuracy,0.9301310043668122
20,MLP,Kappa,0.8870947861456921
20,MLP,Macro_AUC,0.9736711892040288
20,MLP,Macro_F1,0.9202739056003914
20,MLP,Weighted_F1,0.931899515261416
20,MLP,Macro_Sensitivity,0.9356589147286822
20,MLP,Macro_Specificity,0.9662622077537733
20,MLP,Class0_Sensitivity,0.9
20,MLP,Class0_Specificity,0.963302752293578
20,MLP,Class1_Sensitivity,0.9069767441860465
20,MLP,Class1_Specificity,0.9354838709677419
20,MLP,Class2_Sensitivity,1.0
20,MLP,Class2_Specificity,1.0
20,MLP,Class1_AUC,0.9472368092023006
20,MLP,Class1_F1,0.8297872340425532
20,MLP,Class1_PPV,0.7647058823529411
20,MLP,Class1_NPV,0.9775280898876404
21,Softmax_LR,Accuracy,0.9301310043668122
21,Softmax_LR,Kappa,0.8886795892325454
21,Softmax_LR,Macro_AUC,0.9916974847687458
21,Softmax_LR,Macro_F1,0.9230678466076695
21,Softmax_LR,Weighted_F1,0.9328577501255941
21,Softmax_LR,Macro_Sensitivity,0.9505813953488372
21,Softmax_LR,Macro_Specificity,0.9700601755943573
21,Softmax_LR,Class0_Sensitivity,0.875
21,Softmax_LR,Class0_Specificity,0.9908256880733946
21,Softmax_LR,Class1_Sensitivity,0.9767441860465116
21,Softmax_LR,Class1_Specificity,0.9193548387096774
21,Softmax_LR,Class2_Sensitivity,1.0
21,Softmax_LR,Class2_Specificity,1.0
21,Softmax_LR,Class1_AUC,0.9844961240310077
21,Softmax_LR,Class1_F1,0.84
21,Softmax_LR,Class1_PPV,0.7368421052631579
21,Softmax_LR,Class1_NPV,0.9941860465116279
21,SVM,Accuracy,0.9170305676855895
21,SVM,Kappa,0.8666523644610622
21,SVM,Macro_AUC,0.9885201996217708
21,SVM,Macro_F1,0.906076417996243
21,SVM,Weighted_F1,0.9200096002004788
21,SVM,Macro_Sensitivity,0.9250528541226215
21,SVM,Macro_Specificity,0.9608858636677517
21,SVM,Class0_Sensitivity,0.8833333333333333
21,SVM,Class0_Specificity,0.963302752293578
21,SVM,Class1_Sensitivity,0.9069767441860465
21,SVM,Class1_Specificity,0.9193548387096774
21,SVM,Class2_Sensitivity,0.9848484848484849
21,SVM,Class2_Specificity,1.0
21,SVM,Class1_AUC,0.9778694673668417
21,SVM,Class1_F1,0.8041237113402062
21,SVM,Class1_PPV,0.7222222222222222
21,SVM,Class1_NPV,0.9771428571428571
21,Decision_Tree,Accuracy,0.9126637554585153
21,Decision_Tree,Kappa,0.8588684826821151
21,Decision_Tree,Macro_AUC,0.970449034276918
21,Decision_Tree,Macro_F1,0.9003423820004892
21,Decision_Tree,Weighted_F1,0.9148743940767702
21,Decision_Tree,Macro_Sensitivity,0.9145994832041344
21,Decision_Tree,Macro_Specificity,0.956561770412022
21,Decision_Tree,Class0_Sensitivity,0.8833333333333333
21,Decision_Tree,Class0_Specificity,0.944954128440367
21,Decision_Tree,Class1_Sensitivity,0.8604651162790697
21,Decision_Tree,Class1_Specificity,0.9247311827956989
21,Decision_Tree,Class2_Sensitivity,1.0
21,Decision_Tree,Class2_Specificity,1.0
21,Decision_Tree,Class1_AUC,0.9449862465616404
21,Decision_Tree,Class1_F1,0.7872340425531915
21,Decision_Tree,Class1_PPV,0.7254901960784313
21,Decision_Tree,Class1_NPV,0.9662921348314607
21,Random_Forest,Accuracy,0.9082969432314411
21,Random_Forest,Kappa,0.8528592846433926
21,Random_Forest,Macro_AUC,0.9830615528499861
21,Random_Forest,Macro_F1,0.8972673659568722
21,Random_Forest,Weighted_F1,0.9112941259268884
21,Random_Forest,Macro_Sensitivity,0.916795865633075
21,Random_Forest,Macro_Specificity,0.9560356449968762
21,Random_Forest,Class0_Sensitivity,0.8666666666666667
21,Random_Forest,Class0_Specificity,0.9541284403669725
21,Random_Forest,Class1_Sensitivity,0.8837209302325582
21,Random_Forest,Class1_Specificity,0.9139784946236559
21,Random_Forest,Class2_Sensitivity,1.0
21,Random_Forest,Class2_Specificity,1.0
21,Random_Forest,Class1_AUC,0.9679919979995
21,Random_Forest,Class1_F1,0.7835051546391752
21,Random_Forest,Class1_PPV,0.7037037037037037
21,Random_Forest,Class1_NPV,0.9714285714285714
21,XGBoost,Accuracy,0.9213973799126638
21,XGBoost,Kappa,0.8735815494080844
21,XGBoost,Macro_AUC,0.9910675489973411
21,XGBoost,Macro_F1,0.9114130434782609
21,XGBoost,Weighted_F1,0.9237825137649516
21,XGBoost,Macro_Sensitivity,0.9301033591731266
21,XGBoost,Macro_Specificity,0.9626779783630922
21,XGBoost,Class0_Sensitivity,0.8833333333333333
21,XGBoost,Class0_Specificity,0.963302752293578
21,XGBoost,Class1_Sensitivity,0.9069767441860465
21,XGBoost,Class1_Specificity,0.9247311827956989
21,XGBoost,Class2_Sensitivity,1.0
21,XGBoost,Class2_Specificity,1.0
21,XGBoost,Class1_AUC,0.9833708427106777
21,XGBoost,Class1_F1,0.8125
21,XGBoost,Class1_PPV,0.7358490566037735
21,XGBoost,Class1_NPV,0.9772727272727273
21,LightGBM,Accuracy,0.9344978165938864
21,LightGBM,Kappa,0.8928805313874076
21,LightGBM,Macro_AUC,0.9904630974257326
21,LightGBM,Macro_F1,0.922723178305599
21,LightGBM,Weighted_F1,0.9351872151960843
21,LightGBM,Macro_Sensitivity,0.9284883720930233
21,LightGBM,Macro_Specificity,0.9655223438887245
21,LightGBM,Class0_Sensitivity,0.925
21,LightGBM,Class0_Specificity,0.944954128440367
21,LightGBM,Class1_Sensitivity,0.8604651162790697
21,LightGBM,Class1_Specificity,0.9516129032258065
21,LightGBM,Class2_Sensitivity,1.0
21,LightGBM,Class2_Specificity,1.0
21,LightGBM,Class1_AUC,0.9822455613903476
21,LightGBM,Class1_F1,0.8314606741573034
21,LightGBM,Class1_PPV,0.8043478260869565
21,LightGBM,Class1_NPV,0.9672131147540983
21,MLP,Accuracy,0.9432314410480349
21,MLP,Kappa,0.9093400736973536
21,MLP,Macro_AUC,0.9873718238428109
21,MLP,Macro_F1,0.9371393820733028
21,MLP,Weighted_F1,0.9453331382423585
21,MLP,Macro_Sensitivity,0.9638888888888889
21,MLP,Macro_Specificity,0.9767025089605735
21,MLP,Class0_Sensitivity,0.8916666666666667
21,MLP,Class0_Specificity,1.0
21,MLP,Class1_Sensitivity,1.0
21,MLP,Class1_Specificity,0.9301075268817204
21,MLP,Class2_Sensitivity,1.0
21,MLP,Class2_Specificity,1.0
21,MLP,Class1_AUC,0.9741185296324082
21,MLP,Class1_F1,0.8686868686868687
21,MLP,Class1_PPV,0.7678571428571429
21,MLP,Class1_NPV,1.0
22,Softmax_LR,Accuracy,0.9126637554585153
22,Softmax_LR,Kappa,0.8608494865406817
22,Softmax_LR,Macro_AUC,0.9870981315665307
22,Softmax_LR,Macro_F1,0.9038348082595871
22,Softmax_LR,Weighted_F1,0.9160721876569927
22,Softmax_LR,Macro_Sensitivity,0.9295219638242894
22,Softmax_LR,Macro_Specificity,0.960359738252606
22,Softmax_LR,Class0_Sensitivity,0.8583333333333333
22,Softmax_LR,Class0_Specificity,0.9724770642201835
22,Softmax_LR,Class1_Sensitivity,0.9302325581395349
22,Softmax_LR,Class1_Specificity,0.9086021505376344
22,Softmax_LR,Class2_Sensitivity,1.0
22,Softmax_LR,Class2_Specificity,1.0
22,Softmax_LR,Class1_AUC,0.9757439359839959
22,Softmax_LR,Class1_F1,0.8
22,Softmax_LR,Class1_PPV,0.7017543859649122
22,Softmax_LR,Class1_NPV,0.9825581395348837
22,SVM,Accuracy,0.9126637554585153
22,SVM,Kappa,0.8599302709645851
22,SVM,Macro_AUC,0.9832856778053967
22,SVM,Macro_F1,0.8997282608695653
22,SVM,Weighted_F1,0.91698547560281
22,SVM,Macro_Sensitivity,0.9204310547333803
22,SVM,Macro_Specificity,0.960359738252606
22,SVM,Class0_Sensitivity,0.8916666666666667
22,SVM,Class0_Specificity,0.9724770642201835
22,SVM,Class1_Sensitivity,0.9302325581395349
22,SVM,Class1_Specificity,0.9086021505376344
22,SVM,Class2_Sensitivity,0.9393939393939394
22,SVM,Class2_Specificity,1.0
22,SVM,Class1_AUC,0.9666166541635408
22,SVM,Class1_F1,0.8
22,SVM,Class1_PPV,0.7017543859649122
22,SVM,Class1_NPV,0.9825581395348837
22,Decision_Tree,Accuracy,0.9170305676855895
22,Decision_Tree,Kappa,0.8649638434561311
22,Decision_Tree,Macro_AUC,0.9726317760632819
22,Decision_Tree,Macro_F1,0.9034525757930013
22,Decision_Tree,Weighted_F1,0.9184272941589674
22,Decision_Tree,Macro_Sensitivity,0.9124031007751938
22,Decision_Tree,Macro_Specificity,0.9570878958271679
22,Decision_Tree,Class0_Sensitivity,0.9
22,Decision_Tree,Class0_Specificity,0.9357798165137615
22,Decision_Tree,Class1_Sensitivity,0.8372093023255814
22,Decision_Tree,Class1_Specificity,0.9354838709677419
22,Decision_Tree,Class2_Sensitivity,1.0
22,Decision_Tree,Class2_Specificity,1.0
22,Decision_Tree,Class1_AUC,0.9490497624406101
22,Decision_Tree,Class1_F1,0.7912087912087912
22,Decision_Tree,Class1_PPV,0.75
22,Decision_Tree,Class1_NPV,0.9613259668508287
22,Random_Forest,Accuracy,0.9126637554585153
22,Random_Forest,Kappa,0.8595350548978715
22,Random_Forest,Macro_AUC,0.9809243404123201
22,Random_Forest,Macro_F1,0.9015700483091788
22,Random_Forest,Weighted_F1,0.9153139041832795
22,Random_Forest,Macro_Sensitivity,0.9195736434108527
22,Random_Forest,Macro_Specificity,0.9578277596922167
22,Random_Forest,Class0_Sensitivity,0.875
22,Random_Forest,Class0_Specificity,0.9541284403669725
22,Random_Forest,Class1_Sensitivity,0.8837209302325582
22,Random_Forest,Class1_Specificity,0.9193548387096774
22,Random_Forest,Class2_Sensitivity,1.0
22,Random_Forest,Class2_Specificity,1.0
22,Random_Forest,Class1_AUC,0.9621155288822206
22,Random_Forest,Class1_F1,0.7916666666666666
22,Random_Forest,Class1_PPV,0.7169811320754716
22,Random_Forest,Class1_NPV,0.9715909090909091
22,XGBoost,Accuracy,0.925764192139738
22,XGBoost,Kappa,0.8803221740600695
22,XGBoost,Macro_AUC,0.9869707105675501
22,XGBoost,Macro_F1,0.9158198526619579
22,XGBoost,Weighted_F1,0.9278344730424712
22,XGBoost,Macro_Sensitivity,0.9328811369509044
22,XGBoost,Macro_Specificity,0.9644700930584328
22,XGBoost,Class0_Sensitivity,0.8916666666666667
22,XGBoost,Class0_Specificity,0.963302752293578
22,XGBoost,Class1_Sensitivity,0.9069767441860465
22,XGBoost,Class1_Specificity,0.9301075268817204
22,XGBoost,Class2_Sensitivity,1.0
22,XGBoost,Class2_Specificity,1.0
22,XGBoost,Class1_AUC,0.975743935983996
22,XGBoost,Class1_F1,0.8210526315789474
22,XGBoost,Class1_PPV,0.75
22,XGBoost,Class1_NPV,0.9774011299435028
22,LightGBM,Accuracy,0.9388646288209607
22,LightGBM,Kappa,0.9002613240418118
22,LightGBM,Macro_AUC,0.9894556781397185
22,LightGBM,Macro_F1,0.9283741368487132
22,LightGBM,Weighted_F1,0.9397050962590153
22,LightGBM,Macro_Sensitivity,0.9362403100775194
22,LightGBM,Macro_Specificity,0.9685804478642597
22,LightGBM,Class0_Sensitivity,0.925
22,LightGBM,Class0_Specificity,0.9541284403669725
22,LightGBM,Class1_Sensitivity,0.8837209302325582
22,LightGBM,Class1_Specificity,0.9516129032258065
22,LightGBM,Class2_Sensitivity,1.0
22,LightGBM,Class2_Specificity,1.0
22,LightGBM,Class1_AUC,0.9803700925231309
22,LightGBM,Class1_F1,0.8444444444444444
22,LightGBM,Class1_PPV,0.8085106382978723
22,LightGBM,Class1_NPV,0.9725274725274725
22,MLP,Accuracy,0.9344978165938864
22,MLP,Kappa,0.8948994890309947
